example_id,customer_message,conversation_context,intent,historical_resolution,expected_action,difficulty,notes
gold_180,How do I contact corporate headquarters regarding an issue your phone reps couldn't resolve?,Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,general_feedback_or_complaint,"Acknowledge frustration with empathy, request customer to reach out via direct phone/chat callback link (amazon.com/contact-us) or provide details via secure DM.",ESCALATE,easy,Executive / corporate escalation inquiry.
gold_181,"I need to speak to a real human person, not an automated chatbot!",Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,general_feedback_or_complaint,"Acknowledge frustration with empathy, request customer to reach out via direct phone/chat callback link (amazon.com/contact-us) or provide details via secure DM.",ESCALATE,easy,Chatbot refusal demanding human agent.
gold_182,Can someone call me back at my mobile number immediately?,Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,general_feedback_or_complaint,"Acknowledge frustration with empathy, request customer to reach out via direct phone/chat callback link (amazon.com/contact-us) or provide details via secure DM.",ESCALATE,easy,Callback request.
gold_183,Your delivery driver blocked my entire driveway and refused to move when asked politely.,Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,general_feedback_or_complaint,"Acknowledge frustration with empathy, request customer to reach out via direct phone/chat callback link (amazon.com/contact-us) or provide details via secure DM.",ESCALATE,easy,Driver behavior / blocked driveway complaint.
gold_184,Worst experience ever with Amazon. Cancelling everything and closing my accounts.,Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,general_feedback_or_complaint,"Acknowledge frustration with empathy, request customer to reach out via direct phone/chat callback link (amazon.com/contact-us) or provide details via secure DM.",ESCALATE,easy,High-churn risk emotional complaint.
gold_185,"Shout out to your amazing customer service agent Sarah who helped me yesterday, she was great!",Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,general_feedback_or_complaint,"Acknowledge frustration with empathy, request customer to reach out via direct phone/chat callback link (amazon.com/contact-us) or provide details via secure DM.",ESCALATE,easy,Positive agent feedback / commendation.
gold_186,Three different representatives told me three different things today. Who actually knows what they're doing?,Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,general_feedback_or_complaint,"Acknowledge frustration with empathy, request customer to reach out via direct phone/chat callback link (amazon.com/contact-us) or provide details via secure DM.",ESCALATE,medium,Contradictory agent advice complaint.
gold_187,I sent two DMs yesterday and still haven't received a single response from your Twitter team.,Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,general_feedback_or_complaint,"Acknowledge frustration with empathy, request customer to reach out via direct phone/chat callback link (amazon.com/contact-us) or provide details via secure DM.",ESCALATE,medium,Social media response latency complaint.
gold_188,Delivery driver threw packages into the bushes in the rain while laughing on camera.,Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,general_feedback_or_complaint,"Acknowledge frustration with empathy, request customer to reach out via direct phone/chat callback link (amazon.com/contact-us) or provide details via secure DM.",ESCALATE,medium,Egregious driver misconduct on camera.
gold_189,Your new website layout is terrible and impossible to navigate on desktop.,Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,general_feedback_or_complaint,"Acknowledge frustration with empathy, request customer to reach out via direct phone/chat callback link (amazon.com/contact-us) or provide details via secure DM.",ESCALATE,medium,UI/UX product feedback.
gold_190,I have been a loyal Prime member for 15 years and have never been treated so poorly.,Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,general_feedback_or_complaint,"Acknowledge frustration with empathy, request customer to reach out via direct phone/chat callback link (amazon.com/contact-us) or provide details via secure DM.",ESCALATE,medium,Loyalty-based grievance / de-escalation needed.
gold_191,Stop sending me promotional marketing spam emails every day when I unsubscribed.,Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,general_feedback_or_complaint,"Acknowledge frustration with empathy, request customer to reach out via direct phone/chat callback link (amazon.com/contact-us) or provide details via secure DM.",ESCALATE,medium,Email marketing opt-out failure.
gold_192,Is there a media relations email for a journalist working on an e-commerce article?,Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,general_feedback_or_complaint,"Acknowledge frustration with empathy, request customer to reach out via direct phone/chat callback link (amazon.com/contact-us) or provide details via secure DM.",ESCALATE,medium,Media / press inquiry.
gold_193,Your phone app keeps crashing every time I open the search bar on iOS 17.,Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,general_feedback_or_complaint,"Acknowledge frustration with empathy, request customer to reach out via direct phone/chat callback link (amazon.com/contact-us) or provide details via secure DM.",ESCALATE,medium,General app stability complaint.
gold_194,I am ready to consult a lawyer and file small claims action if this is not resolved today.,Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,general_feedback_or_complaint,"Acknowledge frustration with empathy, request customer to reach out via direct phone/chat callback link (amazon.com/contact-us) or provide details via secure DM.",ESCALATE,hard,Legal action threat requiring immediate risk protocol.
gold_195,A driver walked directly into my house without knocking and scared my children.,Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,general_feedback_or_complaint,"Acknowledge frustration with empathy, request customer to reach out via direct phone/chat callback link (amazon.com/contact-us) or provide details via secure DM.",ESCALATE,hard,Severe property trespassing / safety incident.
gold_196,Representative told me they would follow up within 24 hours and completely ghosted me.,Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,general_feedback_or_complaint,"Acknowledge frustration with empathy, request customer to reach out via direct phone/chat callback link (amazon.com/contact-us) or provide details via secure DM.",ESCALATE,hard,Broken callback commitment by agent.
gold_197,"Package was delivered safely, but driver ran over my garden sprinkler and destroyed it.",Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,general_feedback_or_complaint,"Acknowledge frustration with empathy, request customer to reach out via direct phone/chat callback link (amazon.com/contact-us) or provide details via secure DM.",ESCALATE,hard,Property damage claim against logistics carrier.
gold_198,Is Amazon planning to support unionization in their fulfillment warehouses?,Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,general_feedback_or_complaint,"Acknowledge frustration with empathy, request customer to reach out via direct phone/chat callback link (amazon.com/contact-us) or provide details via secure DM.",ESCALATE,hard,Sensitive labor / public relations inquiry.
gold_199,Your representative was abusive and used profanity during our phone call.,Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,general_feedback_or_complaint,"Acknowledge frustration with empathy, request customer to reach out via direct phone/chat callback link (amazon.com/contact-us) or provide details via secure DM.",ESCALATE,hard,Agent profanity / harassment complaint.
gold_200,I asked for an English-speaking agent and was transferred back and forth 5 times.,Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,general_feedback_or_complaint,"Acknowledge frustration with empathy, request customer to reach out via direct phone/chat callback link (amazon.com/contact-us) or provide details via secure DM.",ESCALATE,hard,Routing failure and language complaint.
